depth	depth_interval	month	sea_basin	mean	std	count	max	min	median	95p	5p	99p	1p	25p	75p	mad	smad	min_depth	max_depth	flag1_lower	flag1_upper	flag2_lower	flag2_upper	flag3_lower	flag3_upper	min_range_value	max_range_value
70.0	65.0_75.0	5	2	11.04	2.61	50.0	15.76	2.84	11.21	15.02	6.63	15.62	4.57	10.13	12.2	1.06	1.57	65.0	75.0	8.51	13.68	6.89	15.17	5.27	16.65	0.0	20.98
70.0	65.0_75.0	6	2	11.37	2.39	42.0	15.21	3.91	11.79	14.13	6.96	14.8	4.96	10.5	12.97	1.29	1.91	65.0	75.0	8.57	14.74	6.63	16.51	4.7	18.28	0.0	19.99
70.0	65.0_75.0	7	2	12.61	1.68	51.0	15.6	8.56	12.9	14.78	9.51	15.33	9.01	11.29	13.89	1.37	2.03	65.0	75.0	8.87	15.38	6.46	16.86	4.04	18.35	5.2	18.96
70.0	65.0_75.0	8	2	13.47	1.5	46.0	15.76	9.55	13.88	15.32	10.99	15.69	9.81	12.44	14.6	0.94	1.39	65.0	75.0	10.28	15.68	8.12	16.76	5.96	17.84	6.55	18.76
70.0	65.0_75.0	9	2	13.61	1.42	45.0	16.99	10.88	13.76	15.55	11.06	16.46	10.9	12.6	14.51	1.1	1.63	65.0	75.0	10.86	15.64	9.12	16.76	7.38	17.88	8.04	19.83
70.0	65.0_75.0	10	2	13.58	2.8	43.0	16.88	0.34	14.3	16.58	10.14	16.87	3.89	12.42	15.15	1.2	1.78	65.0	75.0	9.6	16.42	6.78	17.7	3.96	18.97	0.0	22.48
70.0	65.0_75.0	11	2	13.45	3.35	43.0	17.43	4.2	14.59	16.46	5.85	17.04	4.39	12.79	15.62	1.48	2.19	65.0	75.0	10.09	17.16	7.39	18.71	4.69	20.25	0.0	24.13
70.0	65.0_75.0	12	2	13.21	3.64	44.0	17.02	4.7	14.43	16.75	6.29	16.91	4.7	11.91	15.61	2.1	3.12	65.0	75.0	8.13	17.38	4.35	19.15	0.57	20.92	0.0	24.3
90.0	85.0_95.0	8	2	14.1	1.41	16.0	16.62	11.08	14.11	16.0	12.18	16.5	11.3	13.11	14.92	0.97	1.44	85.0	95.0	11.61	16.14	10.11	17.35	8.61	18.57	8.26	19.44
0.0	0_2.5	2	20	5.69	2.02	47.0	11.5	0.57	5.29	9.09	3.59	11.46	1.79	4.43	6.57	1.14	1.69	0.0	2.5	3.14	8.49	1.85	10.41	0.56	12.33	0.0	15.54
0.0	0_2.5	3	20	6.21	2.61	70.0	18.56	2.71	5.44	10.38	3.64	15.11	2.91	4.57	7.13	1.14	1.69	0.0	2.5	3.26	9.66	1.96	12.2	0.65	14.73	0.0	23.78
0.0	0_2.5	4	20	8.01	7.57	32.0	36.4	2.0	5.53	23.96	3.86	35.75	2.5	4.76	7.86	1.15	1.7	0.0	2.5	3.6	11.36	2.45	14.85	1.29	18.34	0.0	51.54
0.0	0_2.5	5	20	2.34	1.42	53.0	5.93	0.5	2.14	5.23	0.79	5.86	0.5	1.21	3.14	1.0	1.48	0.0	2.5	0.0	4.64	0.0	6.14	0.0	7.64	0.0	8.77
0.0	0_2.5	6	20	0.92	1.1	113.0	5.64	0.1	0.4	2.97	0.36	5.62	0.12	0.36	0.86	0.04	0.06	0.0	2.5	0.3	1.55	0.24	2.24	0.18	2.93	0.0	7.84
0.0	0_2.5	7	20	0.75	0.76	93.0	4.64	0.14	0.4	2.16	0.36	4.31	0.2	0.36	0.71	0.04	0.06	0.0	2.5	0.3	1.17	0.24	1.64	0.18	2.1	0.0	6.16
0.0	0_2.5	8	20	0.76	0.69	143.0	4.86	0.07	0.57	1.57	0.36	3.91	0.13	0.36	0.86	0.21	0.31	0.0	2.5	0.05	1.3	0.0	1.73	0.0	2.16	0.0	6.24
0.0	0_2.5	10	20	2.15	0.94	38.0	5.14	0.86	2.0	3.99	1.12	5.01	0.91	1.59	2.59	0.43	0.64	0.0	2.5	0.98	3.47	0.36	4.36	0.0	5.24	0.0	7.02
0.0	0_2.5	11	20	3.11	0.86	19.0	4.43	1.93	3.07	4.37	1.99	4.42	1.94	2.4	3.81	0.71	1.05	0.0	2.5	1.4	4.92	0.39	6.03	0.0	7.14	0.21	6.15
5.0	2.5_7.5	8	20	0.84	0.52	23.0	1.79	0.12	0.79	1.69	0.15	1.77	0.12	0.38	1.25	0.42	0.63	2.5	7.5	0.0	1.94	0.0	2.63	0.0	3.32	0.0	2.83
10.0	7.5_12.5	2	20	6.03	0.75	17.0	7.14	4.79	6.0	7.14	4.96	7.14	4.82	5.57	6.57	0.57	0.84	7.5	12.5	4.93	7.43	4.28	8.28	3.64	9.14	3.29	8.64
